variable_name,description
MHTINOTHPY,"The following variable, MHTINOTHPY, was assigned a positive response if a respondent indicated receiving mental health treatment at some other inpatient location in the past year (IRMHTINOPL=1) and entered a write-in response other than the responses that matched existing categories or did not enter a write-in response. A negative response was assigned if the respondent met either of these conditions: 1. Received mental health treatment at some other inpatient location in the past year (IRMHTINOPL=1) and their write-in response matched an existing inpatient treatment or other treatment category. 2. Did not receive mental health treatment at some other inpatient location in the past year (IRMHTINOPL=0)."
MKMBGHTLTN,
OTDGNDLA,
MHTINPPY,"(IRMHTINHOSP, IRMHTINRHAB, IRMHTINRSMH, MHTINOTHPY)"
MKMBGHTOTH,"NOTE: MKMBGHTOTH was coded as 5 (Form bought unknown) if respondents reported buying marijuana or cannabis products in the past 12 months, but they did not report at least one form of marijuana or cannabis product bought in that period."
OTDGNDLB,
MHTNSEEKPY,"The following variable, as assigned a positive response if a respondent did not receive mental health treatment (MHTRTPY=0), and thought they should get treatment but did not seek treatment. A negative response was assigned if a respondent met either of these conditions: 1. Did not receive mental health treatment (MHTRTPY=0) and sought treatment. 2. Did not receive mental health treatment (MHTRTPY=0) and did not think they should get treatment."
MKMBGHTPILL,
OTDGNDLC,
MHTOUTNDOC,"(IRMHTOUTHOSP, IRMHTOUTMHCR, IRMHTOUTRHAB, IRMHTOUTSCHL, IRMHTOUTTHRP, MHTOUTOTPY)"
MKMBGHTREC,How long has it been since you last paid for or bought marijuana or cannabis products?
OTDGNDLD,
MHTOUTOTPY,"Freq Pct 0 = No (IRMHTINHOSP, IRMHTINRSMH, IRMHTINRHAB, and MHTINOTHPY=0) 57912 98.04 1 = Yes (IRMHTINHOSP, IRMHTINRSMH, IRMHTINRHAB, or MHTINOTHPY=1) . 1157 1.96 The following variable, MHTOUTOTPY, was assigned a positive response if a respondent indicated receiving mental health treatment at some other outpatient location in the past year (IRMHTOUTOPL=1) and entered a write-in response other than the responses that matched existing categories or did not enter a write-in response. A negative response was assigned if the respondent met either of these conditions: 1. Received mental health treatment at some other outpatient location in the past year (IRMHTOUTOPL=1) and their write-in response matched an existing outpatient treatment or other treatment category. 2. Did not receive mental health treatment at some other outpatient location in the past year (IRMHTOUTOPL=0)."
MKMBGHTVAPE,
OTDGNDLE,
MHTOUTPPY,"(IRMHTOUTDOC, IRMHTOUTHOSP, IRMHTOUTMHCR, IRMHTOUTRHAB, IRMHTOUTSCHL, IRMHTOUTTHRP, MHTOUTOTPY)"
MKMBGHTYR,"NOTE: The Market Information for Marijuana section underwent extensive questionnaire changes for the 2022 survey. Therefore, all variables in this section were given new variable names beginning in 2022. Now we return to the topic of marijuana and cannabis products. Please do not include CBD or hemp products when answering these questions. During the past 12 months, how did you get marijuana or cannabis products?"
OTDGNDLRC,How long has it been since you last used a needle to inject [any other drug / any drug] that was not prescribed for you?
MHTRTOTHPY,
MKMFREEYR,
OTDGNEDL,"Have you ever, even once, used a needle to inject any other drug/any drug that was not prescribed for you?"
MHTRTPY,
MKMGREWYR,
OTHAEREVER,
MHTSEEKTX,"During the past 12 months, did you seek professional counseling, medication, or other treatment for your mental health, emotions, or behavior? NOTE: This question is asked of respondents who did not report receiving any of the treatments in the past 12 months for mental health, emotions, or behavior."
MKMLOOGMCOM2,
OTHAEROS,"Have you ever, even once, inhaled some other aerosol spray for kicks or to get high?"
MHTSHLDTX,"During the past 12 months, did you think you should get professional counseling, medication, or other treatment for your mental health, emotions, or behavior? NOTE: This question is asked of respondents who did not report receiving any of the treatments in the past 12 months for mental health, emotions, or behavior, and did not report seeking treatment in the past 12 months for mental health, emotions, or behavior."
MKMLOOOUNCE,"The last time you bought marijuana in loose form, how many ounces did you buy?"
OTHINS,
MHTSKTHPY,"The following variable, MHTSKTHPY, was assigned a positive response if a respondent met either of these conditions: 1. Did not receive mental health treatment (MHTRTPY=0) and sought treatment. 2. Did not receive mental health treatment (MHTRTPY=0), did not indicate they sought treatment, but did think they should get treatment. A negative response was assigned if a respondent did not receive mental health treatment (MHTRTPY=0), did not seek treatment, and did not think they should get treatment."
MKMOTHWAYYR,"NOTE: MKMOTHWAYYR was coded as 5 (Source unknown) if respondents used marijuana in the past 12 months, but they did not report at least one way in which they got marijuana in that period."
OTHRPNRANY,
MHTUNCARE,You thought no one would care if you got better.
MKMSELLMRJ,"During the past 12 months, did you sell any marijuana or cannabis products?"
OTHRPNRMIS,"The following variable for the past year misuse of any other pain relievers, OTHRPNRMIS, was assigned a positive response if a respondent indicated past year misuse of any other pain relievers and the respondent did not report their only misuse of any other pain relievers in their write-in responses as containing the following: hydrocodone products, oxycodone products, tramadol products, codeine products, morphine products, fentanyl products, buprenorphine products, oxymorphone products, meperidine products, hydromorphone products, methadone products, or over- the-counter products. Codes for bad data, don’t know, refused, and blank are not considered valid values. OTHRPNRMIS was assigned a negative response if a respondent was not a past year misuser of prescription pain relievers (PNRNMYR=0), if a respondent did not indicate past year misuse of any other pain relievers, or a respondent indicated their only misuse of any other pain relievers in their write-in responses as containing the following: hydrocodone products, oxycodone products, tramadol products, codeine products, morphine products, fentanyl products, buprenorphine products, oxymorphone products, meperidine products, hydromorphone products, methadone products, or over-the-counter products. If a respondent had a least one valid write-in value, the respondent would still be assigned a negative response even if the remaining write-in responses are blank."
MHTUNCONSQ,"You thought that if people knew you were in treatment bad things would happen, like losing your job, home, or children."
MKMTRADEYR,
OTHRSEDANY,
MHTUNCOST,"There may be many reasons you did not get [additional] treatments during the past 12 months. For each statement, please mark whether or not it was one of the reasons why you did not get [additional] professional counseling, medication or other treatment for your mental health, emotions, or behavior. You thought it would cost too much."
MMIPY,"The following variable, SMMIPY, is an indicator for Serious or Moderate Mental Illness (SMMI) based on the 2012 predicted probability of SMI (SMIPPPY). If SMIPPPY is greater than or equal to a specified cutoff point (0.077686285365) then SMMIPY=1, and if SMIPPPY is less than the cutoff point then SMMIPY=0. Specific details about this variable can be found in the Recoded Mental Health Appendix."
OTHRSEDMIS2,"Note: The following variable for the past year misuse of any other sedatives, OTHRSEDMIS2, is based on the edited variable for the misuse of any other sedatives as well as the write-in data for the specific other sedatives that respondents specified that they misused in the past year. OTHRSEDMIS2 was assigned a positive response if a respondent indicated past year misuse of any other sedatives and the respondent did not report their only misuse of any other sedatives in their write-in responses as containing the following: zolpidem products, eszopiclone products, benzodiazepine sedatives, barbiturates, or over-the-counter products. OTHRSEDMIS2 was assigned a negative response if a respondent was not a past year misuser of prescription sedatives (SEDNMYR=0), if a respondent did not indicate past year misuse of any other sedatives, or a respondent indicated their only misuse of any other sedatives in their write-in responses as containing the following: zolpidem products, eszopiclone products, benzodiazepine sedatives, barbiturates, or over-the-counter products."
MHTUNENFCV,Your health insurance would not pay enough of the costs for treatment.
MOVSINPYR2,How many times in the past 12 months have you moved? Please include moves from one residence to another within the same city/town as well as those from one city/town to another.
OTHRSTMANY,
MHTUNFFLKE,"You thought your family, friends, or religious group wouldn’t like it if you got treatment."
MR30EST,What is your best estimate of the number of days you used marijuana or any cannabis product during the past 30 days?
OTHRSTMMIS,"The following variable for the past year misuse of any other stimulants, OTHRSTMMIS, was assigned a positive response if a respondent indicated past year misuse of any other stimulants and the respondent did not report their only misuse of any other stimulants in their write-in responses as containing the following: amphetamine or methylphenidate products, anorectic (weight-loss) stimulants, modafinil products, or over-the-counter products. Codes for bad data, don’t know, refused, and blank are not considered valid values. OTHRSTMMIS was assigned a negative response if a respondent was not a past year misuser of prescription stimulants (STMNMYR=0), if a respondent did not indicate past year misuse of any other stimulants, or a respondent indicated their only misuse of any other pain relievers in their write-in responses as containing the following: amphetamine or methylphenidate products, anorectic (weight-loss) stimulants, modafinil products, or over-the-counter products. If a respondent had a least one valid write-in value, the respondent would still be assigned a negative response even if the remaining write-in responses are blank."
MHTUNFORCE,You were afraid of being committed to a hospital or forced into treatment against your will.
MRBSTWAY,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you’ve used marijuana or any cannabis product during the past 12 months. What would be the easiest way for you to tell us how many days you’ve used it?"
OTHRTRQANY,
MHTUNHNDL,"You thought you should have been able to handle your mental health, emotions, or behavior on your own."
MRDAYPMO,"On average, how many days did you use marijuana or any cannabis product each month during the past 12 months?"
OTHRTRQMIS,"The following variable for the past year misuse of any other tranquilizers, OTHRTRQMIS, was assigned a positive response if a respondent indicated past year misuse of any other tranquilizers and the respondent did not report their only misuse of any other tranquilizers in their write-in responses as containing the following: benzodiazepine tranquilizers, muscle relaxants, or over-the-counter products. Codes for bad data, don’t know, refused, and blank are not considered valid values. OTHRTRQMIS was assigned a negative response if a respondent was not a past year misuser of prescription tranquilizers (TRQNMYR=0), if a respondent did not indicate past year misuse of any other tranquilizers, or a respondent indicated their only misuse of any other pain relievers in their write-in responses as containing the following: benzodiazepine tranquilizers, muscle relaxants, or over-the-counter products. If a respondent had a least one valid write-in value, the respondent would still be assigned a negative response even if the remaining write-in responses are blank."
MHTUNINSCV,You did not have health insurance coverage for mental health treatment.
MRDAYPWK,"On average, how many days did you use marijuana or any cannabis product each week during the past 12 months?"
OXCNANYYR,"Please look at the names and pictures of the pain relievers shown below. In the past 12 months, which, if any, of these pain relievers have you used?"
MHTUNMED,You thought you would be told you needed to take medication.
MRDAYPYR,On how many days in the past 12 months did you use marijuana or any cannabis product?
OXCNNMAGE,Please think about the first time you ever used OxyContin in a way a doctor did not direct you to use it. How old were you when you first used OxyContin in a way a doctor did not direct you to use it?
MHTUNNOFND,You could not find a treatment program or health care professional you wanted to go to.
MRJAGLST,The computer recorded that you last used marijuana or any cannabis product [MJREC FILL]. How old were you the last time you used marijuana or any cannabis product?
OXCNNMMFU,"Earlier, you reported that you first used OxyContin in a way a doctor did not direct you to use it when you were [FILL] years old. Based on your date of birth, you turned [FILL] in [FILL]. In what month in [FILL] did you first use OxyContin in a way a doctor did not direct you to use it?"
MHTUNNOHLP,You didn’t think treatment would help you.
MRJDABMON,
OXCNNMYFU,Did you first use OxyContin in a way a doctor did not direct you to use it in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use OxyContin in a way a doctor did not direct you to use it in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]?
MHTUNNOOPN,There were no openings in the treatment program or with the health care professional you wanted to go to.
MRJDABYR,
OXCNNMYR,"In the past 12 months, did you use OxyContin in any way a doctor did not direct you to use it?"
MHTUNPRIV,You were worried that your information would not be kept private.
MRJEATMON,
OXYCNANYYR,
MHTUNPROBS,"You had problems with things like transportation, childcare, or getting appointments at times that worked for you."
MRJEATYR,
OXYCNNMYR,
MHTUNPTHNK,You were worried about what people would think or say if you got treatment.
MRJFLAG,
PARCHKHW,
MHTUNSTART,You were not ready to start treatment.
MRJMDAYS,
PARHLPHW,
MHTUNTIME,You didn’t have enough time for treatment.
MRJMLU,In what month in [CURRENT YEAR] did you last use marijuana or any cannabis product? In what month in [YEAR FROM LU02a or LU02b] did you last use marijuana or any cannabis product?
PARLMTSN,
MHTUNWHER,You did not know how or where to get treatment.
MRJMON,
PAROL,
MICATPY,"The following variable, MICATPY, is a categorical mental illness indicator. This indicator is derived from mental illness variables based on the 2012 model. MICATPY is not recommended to be used when analyzing variables for past year suicidal thoughts, past year MDE, K6, or the WHODAS, nor is it recommended to be used when analyzing other variables closely linked with these variables (including past year suicide attempts, suicide plans, medical treatment for suicide attempts, lifetime MDE, SPD, or components used in the K6 or WHODAS scales). Specific details about the creation and use of this variable can be found in the Recoded Mental Health Appendix."
MRJMONVAP2,"NOTE: Beginning in 2022, recoded variable MRJMONVAP2 replaces variable MRJMONVAP. The new version of the variable was created using the new marijuana vaping variables."
PAROLREL,"Were you on parole, supervised release, or other conditional release from prison at any time during the past 12 months?"
MILSTAT,"Are you currently on active duty in the United States Armed Forces, are you in a Reserve component, or are you now separated or retired from the military?"
MRJMTHYR,
PCP,"Have you ever, even once, used PCP, also called 'angel dust' or phencyclidine?"
MILTCHLDR,
MRJOTHRMON,"The following variable for some other mode of past month marijuana use, MRJOTHRMON, was assigned a positive response if a respondent indicated any past month use of marijuana (MRJMON=1) and indicated the mode of use as putting drops, strips, lozenges, or sprays in mouth or under the tongue (MJMONMOUTH in (1,3,5)); applying lotion, cream, or patches to skin (MJMONSKIN in (1,3,5)); taking pills (MJMONPILL in (1,3,5)); or using some other way [reported yes to using some other way in past 30 days and respondent entered a valid write-in response other than responses that matched existing categories]. A negative response was assigned if the respondent was not a past month user of marijuana (MRJMON=0), a respondent did not use marijuana in some other way in the past year (MRJOTHRYR=0), or if respondent indicated not putting drops, strips, lozenges, or sprays in mouth or under the tongue (MJMONMOUTH in (2,4,91,93)), not applying lotion, cream, or patches to skin (MJMONSKIN in (2,4,91,93)); not taking pills (MJMONPILL in (2,4,91,93)); and not using marijuana some other way. If a respondent has a mix of specific write-in values for smoking, vaping, dabbing waxes, eating/drinking, drops, lotion, pills, oil/powder, bottle/cup, or blade, and blank (no answer) with at least one specific write-in value, the respondent will be assigned a negative response. (MJMONMOUTH, MJMONPILL, MJMONSKIN, MRJMON, MRJOTHRYR)"
PCPAGE,Now think only about PCP. How old were you the first time you used PCP?
MILTFAMLY,"For this question, please consider only the family members listed below, whether or not they live with you. • Your spouse • Your unmarried partner • Your mother • Your father • Your son or sons • Your daughter or daughters • Your brother or brothers • Your sister or sisters Please include only these family members, whether they are biological, step or adoptive. Are any of these family members currently serving in the United States military? Press F2 to see and hear a definition of “military.”"
MRJOTHRYR,"The following variable for some other mode of past year marijuana use, MRJOTHRYR, was assigned a positive response if a respondent indicated any past year use of marijuana (MRJYR=1) and indicated the mode of use as putting drops, strips, lozenges, or sprays in mouth or under tongue (MJYRMOUTH in (1,3,5)); applying lotion, cream, or patches to skin (MJYRSKIN in (1,3,5)); taking pills (MJYRPILL in (1,3,5)); or using some other way [MJYROTHER=1 and respondent entered a valid write-in response other than responses that matched existing categories]. A negative response was assigned if the respondent was not a past year user of marijuana (MRJYR=0) or if the respondent indicated not putting drops, strips, lozenges, or sprays in mouth or under the tongue (MJYRMOUTH in (2,91,93)); not applying lotion, cream, or patches to skin (MJYRSKIN in (2,91,93)); not taking pills (MJYRPILL in (2,91,93)); and not using marijuana some other way [(MJYROTHER in (2,91,93)) or (MJYROTHER=1 and all the write-in variables have specific response of either smoking, vaping, dabbing waxes, eating/drinking, drops, lotion, pills, oil/powder, bottle/cup, or blade]. If a respondent has a mix of specific write-in values, and blank (no answer) with at least one specific write-in value, the respondent will be assigned a negative response."
PCPAGLST,The computer recorded that you last used PCP [PCPREC FILL]. How old were you the last time you used PCP?
MILTPARNT,
MRJPLLYR,
PCPFLAG,
MILTSIBLN,
MRJSKNYR,
PCPMFU,In what month in [CURRENT YEAR] did you first use PCP? In what month in [YEAR FROM LS12 or LS13] did you first use PCP?
MILTSPPAR,
MRJSMKMON,
PCPMLU,In what month in [CURRENT YEAR] did you last use PCP? In what month in [YEAR FROM LU14a or LU14b] did you last use PCP?
MJAGE,How old were you the first time you used marijuana or any cannabis product?
MRJSMKYR,
PCPMON,
MJALLMEDYR,Was all of your marijuana or cannabis use in the past 12 months recommended by a doctor or other health care professional?
MRJYDAYS,
PCPREC,How long has it been since you last used PCP?
MJANYMEDYR,"NOTE: Beginning in 2022, edited variables MJANYMEDYR and MJALLMEDYR replace variables MEDMJYR and MEDMJALL. Questions MJMM01 and MJMM02 were moved from the blunts section of the questionnaire to the marijuana section. This change may have affected how respondents answered these questions. NOTE: Past year marijuana users could answer MJANYMEDYR and MJALLMEDYR as ""yes,"" regardless of whether they were living in a State in which marijuana was approved for medical use. Earlier, you reported using marijuana or any cannabis product in the past year. Was any of your marijuana or cannabis product use in the past 12 months recommended by a doctor or other health care professional?"
MRJYLU,Did you last use marijuana or any cannabis prodcut in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you last use marijuana or any cannabis product in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you last use marijuana or cannabis product?
PCPYFU,Did you first use PCP in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use PCP in [CURRENT YEAR - 2] OR [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use PCP?
MJDAY30A,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use marijuana or any cannabis product?"
MRJYR,
PCPYLU,Did you last use PCP in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you last use PCP in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you last use PCP?
MJEVER,"The next questions are about marijuana and cannabis products, sometimes called pot, weed, hashish, or concentrates. Some of the ways these products can be used are smoking (such as in joints, pipes, bongs, blunts, or hookahs), vaping (using vape pens, dab pens, tabletop vaporizers, or portable vaporizers), dabbing, eating or drinking, or applying as a lotion. Please exclude your use of CBD or hemp products when answering these questions. Have you ever, even once, used marijuana or any cannabis product?"
MRJYRBFR,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. NOTE: The variables MRJYRBFR and MRJAGLST were not edited with respect to one another. Therefore, inconsistencies could exist between these two variables. Earlier questions were about the past 12 months. This question is about the year before that, that is, from [DATEFILL - 12 MONTHS] to [DATEFILL]. During that year, beginning [DATEFILL - 12 MONTHS] and ending [DATEFILL], did you use marijuana or any cannabis product, even once?"
PCPYR,
MJFQFLG,
MRTOTFG,
PDEN10,The variable PDEN10 is based on 2010 Census data and the December 2009 Core Based Statistical Area classifications provided by the Office of Management and Budget (OMB).
MJMFU,In what month in [CURRENT YEAR] did you first use marijuana or any cannabis product? In what month in [YEAR FROM MJ03a or MJ03b] did you first use marijuana or any cannabis product?
MTHNEDEVER,
PEYOTE,"Have you ever, even once, used peyote?"
MJMONDAB,
MXMJPNLT,What is the maximum legal penalty in [STATE FILL FROM FIPE4] for first offense possession of an ounce or less of marijuana for your own use?
PEYOTEEVER,NOTE: The following 15 variables pertain to the use of specific hallucinogens and inhalants. These variables were revised starting with the 2021 NSDUH so that respondents with unknown lifetime use of the indicated hallucinogen or inhalant were coded as a system missing.
MJMONEAT,
NDSSDEPND,"NOTE: The following dependence variables were defined based on the dependence criteria according to the Nicotine Dependence Syndrome Scale (NDSS) and the Fagerstrom Test of Nicotine Dependence (FTND) for respondents who smoked cigarettes in the past month (i.e., CIGMON=1). The NDSS criteria for dependence was based on 17 questions pertaining to five aspects of dependence. Based on the NDSS, a respondent was defined as having nicotine dependence, NDSSDEPND=1, if the sum of the valid responses (based on actual reporting) was greater than or equal to 46.75. The FTND measure is defined by assessing how soon after waking a respondent had their first cigarette (CIGWAKE). Based on the FTND scale, a respondent was defined as having nicotine dependence, FTNDDEPND=1, if the first cigarette was smoked within 30 minutes of waking up on the days they smoked (CIGWAKE=1 or 2) and the respondent smoked cigarettes in the past month (CIGMON=1). Based on the NDSS and the FTND, a respondent who smoked cigarettes in the past month was defined as having nicotine dependence, PMNICDEP=1, if they met either the NDSS or the FTND criteria for dependence. Specific details are provided in the Nicotine Dependence and Substance Use Disorder appendix. (CIGAVOID, CIGCRAGP, CIGCRAVE, CIGINCRS, CIGINCTL, CIGINFLU, CIGIRTBL, CIGLOTMR, CIGMON, CIGNMCHG, CIGNOINF, CIGPLANE, CIGREGDY, CIGREGNM, CIGREGWK, CIGRNOUT, CIGSATIS, CIGSVLHR)"
PIPE30DY,"During the past 30 days, that is since [DATEFILL], have you smoked tobacco in a pipe, even once?"
MJMONMOUTH,
NEWRACE2,
PIPEVER,"NOTE: This variable incorporates the value from a probe question that was asked when the respondent answered REFUSED to this question. These last questions on tobacco products are about using a pipe to smoke tobacco. Have you ever, even onced, smoked tobacco in a pipe?"
MJMONPILL,
NICVAP30N,"During the past 30 days, that is since [DATEFILL], on how many days did you vape nicotine with an e-cigarette or other vaping device?"
PIPFLAG,
MJMONSKIN,
NICVAPAGE,How old were you the first time you vaped nicotine with an e-cigarette or other vaping device?
PIPMON,
MJMONSMOKE,"During the past 30 days, that is, since [DATEFILL], in which of the following ways did you use marijuana or any cannabis product? To select more than one way from the list, press the space bar between each number you type. When you have finished, press [ENTER]"
NICVAPEVER,"The next questions are about vaping nicotine with e-cigarettes or other vaping devices. These devices might also be called vapes, vape pens, or mods. When answering, please include any device that heats a liquid containing nicotine into a vapor. Have you ever, even once, vaped nicotine with an e-cigarette or other vaping device?"
PMNICDEP,
Codebook Creation Date: 10/19/2023,
