variable_name,description
IIMHTINRSMH,
HRFQFLG,
IIDSTEFF30,
IIMHTOUTDOC,
HRNDLREC,How long has it been since you last used a needle to inject heroin?
IIDSTHOP12,
IIMHTOUTHOSP,
HRSMKREC,How long has it been since you last smoked heroin?
IIDSTHOP30,
IIMHTOUTMHCR,
HRSNFREC,"How long has it been since you last sniffed or ""snorted"" heroin powder through your nose?"
IIDSTNGD12,
IIMHTOUTOPL,
HRTCONDAG,"NOTE: The variables HRTCONDAG, DIABETEAG, COPDAGE, CIRROSAGE, HEPBAGE, KIDNYDSAG, ASTHMAAGE, HIVAIDSAG, and HIGHBPAGE represent the ages when specific health conditions other than cancer were first diagnosed. Beginning in 2016, the questions instructed respondents to enter 1 if they were diagnosed before they were 1 year old. In 2016, however, respondents were still allowed to enter 0 for the age when they were first diagnosed. Beginning in 2017, a response of 0 is no longer allowed. How old were you when your heart condition or heart disease was first diagnosed?"
IIDSTNGD30,
IIMHTOUTRHAB,
HRTCONDEV,"Below is a list of health conditions that you may have had during your lifetime. Please read the list and type in the numbers of all of the conditions that a doctor or other health care professional has ever told you that you had. To select more than one condition, press the space bar between each number you type. When you have finished, press [ENTER]."
IIDSTNRV12,
IIMHTOUTSCHL,
HRTCONDYR,NOTE: The question corresponding to HRTCONDYR was skipped if respondents reported first being diagnosed with a heart condition at their current age because it could be logically inferred that they a heart condition in the past year. Did you have any kind of heart condition or heart disease in the past 12 months?
IIDSTNRV30,
IIMHTOUTTHRP,
HRTOTFG,
IIDSTRST12,
IIMHTPEERSPC,
HTANSWER,"NOTE: In the variable HTANSWER, reported preferences to answer in feet and inches or in inches only were combined into a single value. Reported preferences to answer in meters and centimeters or in centimeters only were combined into a single value. This question asks about your height. To answer in feet and inches, press 1. To answer in meters and centimeters, press 2. To answer in inches only, press 3. To answer in centimeters only, press 4. Then press [ENTER] to continue."
IIDSTRST30,
IIMHTPHVID,
HTINCHE2,"NOTE: HTINCHE2 was recoded to inches from reports of heights in feet and inches, meters and centimeters, or centimeters only. Heights in meters and centimeters first were converted to centimeters. For respondents who chose to report their height in metric units, a conversion factor was applied of 0.393701 inches to 1 centimeter to produce a height in inches. HTINCHE2 was then rounded to the nearest integer and top coded at 75 inches and bottom coded at 55 inches. About how tall are you, without shoes? First, please type in the number of feet, then press [ENTER]. Please type in the number of inches and then press [ENTER]. About how tall are you, without shoes? First, please type in the number of meters, then press [ENTER]. Please type in the number of centimeters and then press [ENTER]. (HLTH05, HLTH06A, HLTH06B, HLTH07, HLTH08A, HLTH08B)"
IIDSTWORST,
IIMHTRXMED,
HVYDRKMON,"Heavy Alcohol Use, HVYDRKMON, is defined as drinking five or more drinks on the same occasion for males or four or more drinks on the same occasion for females on each of 5 or more days in the past 30 days. For this variable, ""occasion"" means at the same time or within a couple hours of each other. All Heavy Alcohol Users are also ""Binge"" Alcohol Users."
IIECSTMOAGE,
IIMHTSUPPGRP,
IFATHER,"(MRELAT10, MRELAT11, MRELAT12, MRELAT13, MRELAT14, MRELAT15, MRELAT16, MRELAT17, MRELAT18, MRELAT19, MRELAT20, MRELAT21, MRELAT22, MRELAT23, MRELAT24, MRELAT25, MRELATO2, MRELATO3, MRELATO4, MRELATO5, MRELATO6, MRELATO7,"
IIECSTMOREC,
IIMJAGE,
II2ALCFM,
IIECSTMOYFU,
IIMJFM,
II2ALCFY,
IIEDUHIGHST2,
IIMJFY,
II2ALCRC,
IIFAMIN3,
IIMJMONVAPE,
II2CGRFM,
IIFAMPMT,
IIMJRC,
II2CGRRC,
IIFAMSOC,
IIMJYFU,
II2CIGFM,
IIFAMSSI,
IIMJYRVAPE,
II2CIGRC,
IIFAMSVC,
IINICVAP30N,
II2COCFM,
IIFENTANYYR,
IINICVAPAGE,
II2COCFY,
IIFENTNMYR,
IINICVAPREC,
II2COCRC,
IIFLVVAPREC,
IINICVAPYFU,
II2CRKFM,
IIFSTAMP,
IINPCOLDREC,
II2CRKFY,
IIGHBREC,
IIOTHHLT,"(ANYHLTI2, CAIDCHIP, CHAMPUS, IRCHMPUS, IRMCDCHP, IRMEDICR, IRPRVHLT, MEDICARE, PRVHLTIN)"
II2CRKRC,
IIHALLUC30N,
IIOXCNANYYR,
II2HERFM,
IIHALLUCAGE,
IIOXCNNMYR,
II2HERFY,
IIHALLUCREC,
IIPCPAGE,
II2HERRC,
IIHALLUCYFQ,
IIPCPRC,
II2LSDRC,
IIHALLUCYFU,
IIPCPYFU,
II2MJFM,
IIHERAGE,
IIPINC3,
II2MJFY,
IIHERFM,
IIPIPLF,
II2MJRC,
IIHERFY,
IIPIPMN,
II2PCPRC,
IIHERRC,
IIPMNICDEP,
II2WRKST18,
IIHERYFU,
IIPNRANYREC,
II2WRKSTAT,
IIHH65_2,
IIPNRNM30FQ,
IIALCAGE,
IIHHSIZ2,
IIPNRNMAGE,
Codebook Creation Date: 10/19/2023,
