variable_name,description
DSTEFF12,During that same month when you were at your worst emotionally... how often did you feel that everything was an effort?
FUCRK18,
HALLUCOT1,
DSTEFF30,"During the past 30 days, how often did you feel that everything was an effort?"
FUCRK21,
HALLUCOT2,
DSTHOP12,During that same month when you were at your worst emotionally... how often did you feel hopeless?
FUECSTMO18,
HALLUCOT3,
DSTHOP30,"During the past 30 days, how often did you feel hopeless?"
FUECSTMO21,
HALLUCOT4,
DSTNGD12,"During that same month when you were at your worst emotionally... how often did you feel down on yourself, no good, or worthless?"
FUHALLUC18,
HALLUCOT5,
DSTNGD30,"During the past 30 days, how often did you feel down on yourself, no good or worthless?"
FUHALLUC21,
HALLUCOTH,"NOTE: HALLUCOTH was assigned a code of 5 (see documentation below) when either of the following occurred: (a) the only hallucinogens that were used in the respondent's lifetime were LSD, PCP, Ecstasy, ketamine, DMT/AMT/Foxy, or Salvia divinorum but the respondent reported more recent use of any hallucinogen than was reported for these six hallucinogens; or (b) the only hallucinogens that were used in the respondent's lifetime were LSD, PCP, Ecstasy but the respondent reported earlier initiation of any hallucinogen than was reported for these three hallucinogens. Have you ever, even once used any other hallucinogens besides the ones that have been listed?"
DSTNRV12,"Think of one month in the past 12 months when you were the most depressed, anxious, or emotionally stressed. During that month, how often did you feel nervous?"
FUHER18,
HALLUCREC,How long has it been since you last used [LSFILL]?
DSTNRV30,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. These questions ask how you have been feeling during the past 30 days. During the past 30 days, how often did you feel nervous?"
FUHER21,
HALLUCYFQ,
DSTRST12,During that same month when you were at your worst emotionally... how often did you feel restless or fidgety?
FUINHAL18,
HALLUCYFU,Did you first use [LSFILL] in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use [LSFILL] in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use [LSFILL]?
DSTRST30,"During the past 30 days, how often did you feel restless or fidgety?"
FUINHAL21,
HALLUCYR,
DSTWORST,"The last questions asked about how you have been feeling during the past 30 days. Now think about the past 12 months. Was there a month in the past 12 months when you felt more depressed, anxious, or emotionally stressed than you felt during the past 30 days?"
FULSD18,
HALLYRLST,Did you last use [LSFILL] in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you last use [LSFILL] in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you last use [LSFILL]?
ECSTMOAGE,"Now think only about 'Ecstasy or 'Molly.' How old were you the first time you used 'Ecstasy' or 'Molly,' also known as MDMA?"
FULSD21,
HALTOTFG,
ECSTMOAGL,"The computer recorded that you last used ""Ecstasy"" or ""Molly"" also known as MDMA [ECSTREC FILL]. How old were you the last time you used ""Ecstasy"" or ""Molly"" ?"
FUMETHAM18,
HEALTH,"This question is about your overall health. Would you say your health in general is excellent, very good, good, fair, or poor?"
ECSTMOFLAG,
FUMETHAM21,
HEALTH2,
ECSTMOLLY,"Have you ever, even once, used 'Ecstasy' or 'Molly,' also known as MDMA?"
FUMJ18,
HEOTNDL,
ECSTMOMFU,In what month in [CURRENT YEAR] did you first use 'Ecstasy' or 'Molly'? In what month in [YEAR FROM LS18 or LS19] did you first use 'Ecstasy' or 'Molly'?
FUMJ21,
HEOTOTH,
ECSTMOMLU,"In what month in [CURRENT YEAR] did you last use ""Ecstasy"" or ""Molly""? In what month in [YEAR FROM LU15a or LU15b] did you last use ""Ecstasy"" or ""Molly""?"
FUNICVAP18,
HEOTSMK,Earlier the computer recorded that you had used heroin. In what way have you used heroin?
ECSTMOMON,
FUNICVAP21,
HEOTSNF,
ECSTMOREC,"How long has it been since you last used 'Ecstasy' or 'Molly,' also known as MDMA?"
FUPCP18,
HEOTSP,
ECSTMOYFU,Did you first use 'Ecstasy' or 'Molly' in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use 'Ecstasy' or 'Molly' in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use 'Ecstasy' or 'Molly'?
FUPCP21,
HEPBCAGE,How old were you when your hepatitis was first diagnosed?
ECSTMOYLU,"Did you last use ""Ecstasy"" or ""Molly"" in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you last use ""Ecstasy"" or ""Molly"" in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you last use ""Ecstasy"" or ""Molly""?"
FUPNRNM18,
HEPBCEVER,
ECSTMOYR,
FUPNRNM21,
HER30USE,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use heroin?"
EDFAM18,"NOTE: Starting from 2003, the following variable, EDFAM18, replaced the variable IRFAM18 (the imputation-revised indicator for having family members in the household aged 18 or older). Prior to 2003, the edited proxy variables were created using IRFAM18. However in 2003, the procedures for creating the edited proxy variables changed due to changes in the proxy questions in the questionnaire. The new procedures required an edited form of this indicator."
FUSEDNM18,
HERAGE,How old were you the first time you used heroin?
EDUD5PNRMIS,"NOTE: EDUD5PNRMIS was created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription pain relievers. (PNRNMYR, UDPRAVWHERN, UDPRAVWOTHR, UDPRAVWPNRL, UDPRFMLYCTD, UDPRFMLYPRB, UDPRGETHURT, UDPRHLTHCTD, UDPRLESSEFF, UDPRLRGAMTS, UDPRMNTLCTD, UDPRNEEDMOR, UDPRNOTSTOP, UDPRSTOPACT, UDPRSTRURGE, UDPRTIMEGET, UDPRTIMEUSE, UDPRWANTBAD, UDPRWDCRAMP, UDPRWDDIARR, UDPRWDFEVER, UDPRWDFLBLU, UDPRWDRUNNY, UDPRWDSLEEP, UDPRWDSWEAT, UDPRWDVOMIT, UDPRWDYAWNS, UDPRWORKPRB, UDPRWSHSTOP)"
FUSEDNM21,
HERAGLST,The computer recorded that you last used heroin [HEREC FILL]. How old were you the last time you used heroin?
EDUD5PNRUNM,"NOTE: EDUD5PNRUNM was created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription pain relievers. (PNRANYYR, PNRNMYR, UDPRFMLYCTD, UDPRFMLYPRB, UDPRGETHURT, UDPRHLTHCTD, UDPRLRGAMTS, UDPRMNTLCTD, UDPRNOTSTOP, UDPRSTOPACT, UDPRSTRURGE, UDPRTIMEGET, UDPRTIMEUSE, UDPRWANTBAD, UDPRWORKPRB,"
FUSMKLSS18,
HEREVER,"These next questions are about heroin. Have you ever, even once, used heroin?"
EDUD5SEDMIS,"NOTE: EDUD5SEDMIS was created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription sedatives. (SEDNMYR, UDSVAVWALCO, UDSVAVWOTHR, UDSVAVWSVTR, UDSVFMLYCTD, UDSVFMLYPRB, UDSVGETHURT, UDSVHLTHCTD, UDSVLESSEFF, UDSVLRGAMTS, UDSVMNTLCTD, UDSVNEEDMOR, UDSVNOTSTOP, UDSVSTOPACT, UDSVSTRURGE, UDSVTIMEGET, UDSVTIMEUSE, UDSVWANTBAD, UDSVWDFLANX, UDSVWDHALUC, UDSVWDSITST, UDSVWDSLEEP, UDSVWDSWEAT, UDSVWDTRMBL, UDSVWDVOMIT, UDSVWORKPRB, UDSVWSHSTOP)"
FUSMKLSS21,
HERFLAG,
EDUD5SEDUNM,"NOTE: EDUD5SEDUNM was created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription sedatives. (SEDANYYR, SEDNMYR, UDSVFMLYCTD, UDSVFMLYPRB, UDSVGETHURT, UDSVHLTHCTD, UDSVLRGAMTS, UDSVMNTLCTD, UDSVNOTSTOP, UDSVSTOPACT, UDSVSTRURGE, UDSVTIMEGET, UDSVTIMEUSE, UDSVWANTBAD, UDSVWORKPRB, UDSVWSHSTOP)"
FUSTMNM18,
HERMDAYS,
EDUD5STMMIS,"NOTE: EDUD5STMMIS was created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription stimulants. (DPSTACNTED, DPSTACTVED, DPSTBDLYED, DPSTBLUEED, DPSTCANTED, DPSTFEELED, DPSTGETED, DPSTHURTED, DPSTLESSED, DPSTLRGRED, DPSTMCNTED, DPSTMOREED, DPSTPCNTED, DPSTSERIED, DPSTURGEED, DPSTUSE_1ED, DPSTUSE_2ED, DPSTUSE_3ED, DPSTWD_1ED, DPSTWD_2ED, DPSTWD_3ED, DPSTWD_4ED, DPSTWD_5ED, DPSTWISHED, SDSTURGEED, STIMCUTEV, STIMEMCTD, STIMFLBLU, STIMFMCTD, STIMGTOVR, STIMKPLMT, STIMLOTTM, STIMLSACT, STIMLSEFX, STIMNDMOR, STIMPDANG, STIMPHCTD, STIMSERPB, STIMWD2SX, STMNMYR, UDSTAVWCOCN, UDSTAVWMETH, UDSTAVWOTHR, UDSTAVWSTIM, UDSTFMLYCTD, UDSTFMLYPRB, UDSTGETHURT, UDSTHLTHCTD, UDSTLESSEFF, UDSTLRGAMTS, UDSTMNTLCTD, UDSTNEEDMOR, UDSTNOTSTOP, UDSTSTOPACT, UDSTSTRURGE, UDSTTIMEGET, UDSTTIMEUSE, UDSTWANTBAD, UDSTWDDREAM, UDSTWDFLBLU, UDSTWDHNGRY, UDSTWDSITST, UDSTWDSLEEP, UDSTWDTIRED, UDSTWORKPRB,"
FUSTMNM21,
HERMFU,In what month in [CURRENT YEAR] did you first use heroin? In what month in [YEAR FROM HE03a or HE03b] did you first use heroin?
EDUD5STMUNM,"NOTE: EDUD5STMUNM was created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription stimulants. (STMANYYR, STMNMYR, UDSTFMLYCTD, UDSTFMLYPRB, UDSTGETHURT, UDSTHLTHCTD, UDSTLRGAMTS, UDSTMNTLCTD, UDSTNOTSTOP, UDSTSTOPACT, UDSTSTRURGE, UDSTTIMEGET, UDSTTIMEUSE, UDSTWANTBAD, UDSTWORKPRB, UDSTWSHSTOP)"
FUTRQNM18,
HERMLU,In what month in [CURRENT YEAR] did you last use heroin? In what month in [YEAR FROM LU11a or LU11b] did you last use heroin?
EDUD5TRQMIS,"NOTE: EDUD5TRQMIS was created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription tranquilizers. (TRQNMYR, UDTRAVWALCO, UDTRAVWOTHR, UDTRAVWSVTR, UDTRFMLYCTD, UDTRFMLYPRB, UDTRGETHURT, UDTRHLTHCTD, UDTRLESSEFF, UDTRLRGAMTS, UDTRMNTLCTD, UDTRNEEDMOR, UDTRNOTSTOP, UDTRSTOPACT, UDTRSTRURGE, UDTRTIMEGET, UDTRTIMEUSE, UDTRWANTBAD, UDTRWDFLANX, UDTRWDHALUC, UDTRWDSITST, UDTRWDSLEEP, UDTRWDSWEAT, UDTRWDTRMBL, UDTRWDVOMIT, UDTRWORKPRB, UDTRWSHSTOP)"
FUTRQNM21,
HERMON,
EDUD5TRQUNM,"NOTE: EDUD5TRQUNM was created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription tranquilizers. (TRQANYYR, TRQNMYR, UDTRFMLYCTD, UDTRFMLYPRB, UDTRGETHURT, UDTRHLTHCTD, UDTRLRGAMTS, UDTRMNTLCTD, UDTRNOTSTOP, UDTRSTOPACT, UDTRSTRURGE, UDTRTIMEGET, UDTRTIMEUSE, UDTRWANTBAD, UDTRWORKPRB,"
GAS,"Have you ever, even once, inhaled gasoline or lighter fluid for kicks or to get high?"
HERNEDEVER,"NOTE: The following ten recoded variables pertain to specific needle and heroin use. The ever used a needle to inject drugs recode was revised starting with the 2022 NSDUH to include data from the new questions in the Emerging Issues section about the use of a needle to inject illegally made fentanyl. Thus, ANYNEDFLAG (ever used a needle to inject heroin, cocaine, methamphetamine, illegally made fentanyl, or some other drug) in the Recoded Emerging Issues section replaces ANYNEDEVER (ever used a needle to inject heroin, cocaine, methamphetamine, or some other drug) that appeared in the Recoded Special Drugs section in 2021. A past year version of the any needle use recode which includes illegally made fentanyl needle use, ANYNEDYR, also appears in the Recoded Emerging Issues section starting with the 2022 NSDUH."
EDUFULPAR,Are you a full-time student or a part-time student? Will you be a full-time student or a part-time student?
GASEVER,
HERNEEDL,"Have you ever, even once, used a needle to inject heroin?"
EDUHIGHCAT,
GHB,"The next question is about GHB, also called ""G,"" ""Georgia Home Boy,"" ""Grievous Bodily Harm,"" ""Liquid G,"" or gamma hydroxybutyrate. Have you ever, even once, used GHB?"
HERPNRYR,
EDUSCHGRD2,What grade or year of school are you now attending? What grade or year of school will you be attending when your vacation is over?
GHBFLAG,
HERREC,How long has it been since you last used heroin?
EDUSCHLGO,"NOTE: EDUSCHLGO takes into account information from follow-up probes if respondents originally reported that they were not enrolled in school. Based on these probes, respondents were coded as yes (i.e., enrolled) if they were on break from school and intended to return to school once their break was over. EDUSCHLGO was assigned a code of 11 if the respondent reported currently being enrolled but there was uncertainty about the respondent's school enrollment status. The next questions are about school. By 'school', we mean elementary school, junior high or middle school, high school, or a college or university. Please include home schooling as well. Do you go to school? If you are on a holiday or break from school, such as spring break or summer vacation, but plan to return when the break is over, please answer yes."
GHBMON,
HERSMOEVER,
EDUSCKCOM,"NOTE: EDUSCKCOM is a recoded variable that incorporates data from EDUSCKMON (if respondents reported a valid number of days that they missed school in QD20 or they reported that school was not in session) or EDUSCKEST (if respondents were asked question QD20DKRE because they answered QD20 as ""don't know"" or ""refused""). If respondents reported in QD20DKRE that they missed school on ""3 to 5 days"" or on ""6 or more days,"" then EDUSCKCOM was assigned the value at the midpoint in the range (i.e., 4 days or 18 days, respectively)."
GHBREC,How long has it been since you last used GHB?
HERSMOKE,"Have you ever, even once, smoked heroin?"
EDUSCKEST,What is your best estimate of the number of whole days of school you missed because you were sick or injured during the past 30 days?
GHBYR,
HERSNIEVER,
EDUSCKMON,"During the past 30 days, that is, from [DATEFILL] up to and including today, how many whole days of school did you miss because you were sick or injured? Please do not include days you missed because you stayed home with a sick child or other family member."
GLUE,"Have you ever, even once, inhaled glue, shoe polish, or toluene for kicks or to get high?"
HERSNIFF,"Have you ever, even once, sniffed or ""snorted"" heroin powder through your nose?"
EDUSKPCOM,"NOTE: EDUSKPCOM is a recoded variable that incorporates data from EDUSKPMON (if respondents reported a valid number of days that they missed school in QD21) or EDUSKPEST (if respondents were asked question QD21DKRE because they answered QD21 as ""don't know"" or ""refused""). If respondents reported in QD21DKRE that they missed school on ""3 to 5 days"" or on ""6 or more days,"" then EDUSKPCOM was assigned the value at the midpoint in the range (i.e., 4 days or 18 days, respectively)."
GLUEEVER,
HERYDAYS,
EDUSKPEST,What is your best estimate of the number of whole days of school you missed because you skipped or 'cut' or just didn’t want to be there during the past 30 days?
GNNDCLEN,"The last time you used a needle for injecting drugs, did you use bleach to clean the needle before you used it?"
HERYFU,Did you first use heroin in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use heroin in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use heroin?
Codebook Creation Date: 10/19/2023,
