variable_name,description
UDSVSTOPACT,"This question is about important activities such as: • Spending time with friends and family • Attending special events at work or school • Participating in hobbies and sports • Attending religious services and events During the past 12 months, did you give up or spend a lot less time doing any of these types of important activities because of your use of any prescription sedatives?"
WRKSKIPMO,"During the past 30 days, that is from [DATEFILL] up to and including today, how many whole days of work did you miss because you just didn't want to be there? Please do not include days you missed because of a planned vacation or days that you stayed home with a sick child or other family member."
UDPRAVWPNRL,Which of the following did you use to get over or avoid having prescription pain reliever withdrawal symptoms during the past 12 months? Prescription pain relievers
UDSVSTRURGE,"During the past 12 months, were there times when you had a strong urge to use any prescription sedatives?"
WRKSTATWK2,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)"
UDPRFMLYCTD,Did you continue to use any prescription pain relievers even though they often caused arguments or problems with family or friends?
UDSVTIMEGET,"During the past 12 months, did you spend a great deal of your time getting or trying to get any prescription sedatives?"
WRKTST1ST,"According to the policy at your workplace, what happens to an employee the first time he or she tests positive for illicit drugs?"
UDPRFMLYPRB,"During the past 12 months, did you often have arguments or other problems with family or friends that were caused or made worse by your use of a prescription pain reliever?"
UDSVTIMEUSE,"Think about your use of prescription sedatives during the past 12 months as you answer these next questions. During the past 12 months, did you spend a great deal of your time using any prescription sedatives, feeling their effects, or getting over the effects of any prescription sedatives?"
WRKTSTALC,Does your workplace ever test its employees for alcohol use?
UDPRGETHURT,"During the past 12 months, did you repeatedly get into situations where using a prescription pain reliever increased your chances of getting physically hurt?"
UDSVTRYSTOP,"During the past 12 months, did you try to cut down or try to stop using any prescription sedatives?"
WRKTSTDRG,Does your workplace ever test its employees for drug use?
UDPRHLTHCTD,Did you continue to use any prescription pain relievers even though they were causing long-lasting or repeated physical health problems or making your physical health problems worse?
UDSVWANTBAD,"During the past 12 months, were there times when you wanted to use any prescription sedatives so badly that you couldn't think of anything else?"
WRKTSTHIR,Does your workplace test its employees for drug or alcohol use as part of the hiring process?
UDPRHLTHPRB,"During the past 12 months, did you have any long-lasting or repeated physical health problems that were caused or made worse by using a prescription pain reliever?"
UDSVWDFLANX,Feeling anxious
WRKTSTRDM,Does your workplace test its employees for drug or alcohol use on a random basis?
UDPRLESSEFF,Does using the same amount of any prescription pain relievers have much less effect on you than it used to?
UDSVWDHALUC,"Seeing, hearing, or feeling things that weren't really there"
WTANSWER,"The next question asks about your weight. To answer in pounds, press 1. To answer in kilograms, press 2. Then press [ENTER] to continue."
UDPRLRGAMTS,"During the past 12 months, were there many times when you ended up using any prescription pain relievers in larger amounts or for a longer time than you meant to?"
UDSVWDSITST,Feeling like you couldn't sit still
WTPOUND2,"NOTE: WTPOUND2 was recoded to pounds from reports of weights in kilograms. For respondents who chose to report their weight in kilograms, a conversion factor was applied of 2.20462 pounds to 1 kilogram to produce a weight in pounds. Females aged 12 to 44 who were currently pregnant were asked to report their weight before they got pregnant. WTPOUND2 was then rounded to the nearest integer and top coded at 295 pounds and bottom coded at 75 pounds. About how much do you weigh? Please type in the number of pounds and then press [ENTER]. About how much do you weigh? Please type in the number of kilograms and then press [ENTER]. About how much did you weigh before you got pregnant? Please type in the number of pounds and then press [ENTER]. About how much did you weigh before you got pregnant? Please type in the number of kilograms and then press [ENTER]."
UDPRMNTLCTD,Did you continue to use any prescription pain relievers even though they were causing long-lasting or repeated problems with your emotions or mental health or making your emotions or mental health worse?
UDSVWDSLEEP,Having trouble sleeping
YALTMDE,"The following variable, YALTMDE, indicates whether a youth reported seeing or talking to an alternative service professional about MDE in the past year. Youths were classified as having seen or talked to an alternative service professional, YALTMDE=1, if they reported seeing or talking to any of the following professionals: religious or spiritual advisor (YRELMDE=1); or herbalist, chiropractor, acupuncturist, or massage therapist (YHBCHMDE=1). Respondents were classified as having not seen or talked to an alternative service professional, YALTMDE=0, if they reported not seeing or talking to all of the professionals listed above (source variable=0)."
UDPRMNTLPRB,"During the past 12 months, did you have any long-lasting or repeated problems with emotions or mental health that were caused or made worse by using a prescription pain reliever?"
UDSVWDSWEAT,"People may experience withdrawal symptoms when they use less or stop using prescription sedatives. During the past 12 months, did you have the following withdrawal symptoms after you used less or stopped using any prescription sedatives for a while? Sweating or feeling that your heart was beating fast"
YCOUNMDE,
UDPRNEEDMOR,Do you need to use a lot more of any prescription pain relievers than you used to in order to get the feeling you want?
UDSVWDTRMBL,Having your hands tremble
YDOCMDE,
UDPRNOTSTOP,Some people who use prescription pain relievers try to cut down or stop but find they can’t. Was there more than one time in the past 12 months when you tried but were unable to cut down or stop using any prescription pain relievers?
UDSVWDVOMIT,Vomiting or having an upset stomach
YEATNDYR,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about school. By ""school,"" we mean elementary school, junior high or middle school, high school, or a college or university. Please include home schooling as well. Have you attended any type of school at any time during the past 12 months?"
UDPRSTOPACT,"This question is about important activities such as: • Spending time with friends and family • Attending special events at work or school • Participating in hobbies and sports • Attending religious services and events During the past 12 months, did you give up or spend a lot less time doing any of these types of important activities because of your use of any prescription pain relievers?"
UDSVWORKPRB,"Sometimes people who use prescription sedatives have serious problems at work, school, or home—such as: • missing a lot of work or school • getting demoted, having your hours cut, or losing a job • not being able to get a job or keep a job • getting suspended, expelled, or dropping out of school • failing to take care of family During the past 12 months, did you have any serious problems like these at work, school, or home because of your use of any prescription sedatives?"
YECIGFRNDOF2,"Note: Beginning in 2022, edited variables YECIGFRNDOF2 and YECIGNEXTYR2 replace variables CIGOFRSM and CIGWILYR. Questions CG02 and CG03 were moved from the Nicotine (formerly Tobacco) section to the Youth Experiences section in 2022. If one of your best friends offered you a cigarette, would you smoke it?"
UDPRSTRURGE,"During the past 12 months, were there times when you had a strong urge to use any prescription pain relievers?"
UDSVWSHSTOP,"In the past 12 months, did you often wish that you could cut down or stop using any prescription sedatives?"
YECIGNEXTYR2,At any time during the next 12 months do you think you will smoke a cigarette?
UDPRTIMEGET,"During the past 12 months, did you spend a great deal of your time getting or trying to get any prescription pain relievers?"
UDTRAVOIDWD,"During the past 12 months, did you use any prescription tranquilizers or other drugs to get over or avoid having prescription tranquilizer withdrawal symptoms?"
YECOMACT,"During the past 12 months, in how many different kinds of community-based activities, such as volunteer activities, sports, clubs, or groups have you participated?"
UDPRTIMEUSE,"Think about your use of prescription pain relievers during the past 12 months as you answer these next questions. During the past 12 months, did you spend a great deal of your time using any prescription pain relievers, feeling their effects, or getting over the effects of any prescription pain relievers?"
UDTRAVWALCO,Alcohol
YEDECLAS,During the past 12 months have you had a special class about drugs or alcohol in school?
UDPRTRYSTOP,"During the past 12 months, did you try to cut down or try to stop using any prescription pain relievers?"
UDTRAVWOTHR,Something else
YEDERGLR,"During the past 12 months have you had films, lectures, discussions, or printed information about drugs or alcohol in one of your regular school classes such as health or physical education?"
UDPRWANTBAD,"During the past 12 months, were there times when you wanted to use any prescription pain relievers so badly that you couldn't think of anything else?"
UDTRAVWSVTR,"Which of the following did you use to get over or avoid having prescription tranquilizer withdrawal symptoms during the past 12 months? Prescription tranquilizers, sedatives, downers, or sleeping pills"
YEDESPCL,"During the past 12 months have you had films, lectures, discussions, or printed information about drugs or alcohol outside of one of your regular classes such as in a special assembly?"
UDPRWDCRAMP,Having cramps or muscle aches
UDTRFMLYCTD,Did you continue to use any prescription tranquilizers even though they often caused arguments or problems with family or friends?
YEDGPRGP,"During the past 12 months have you participated in an alcohol, tobacco or drug prevention program outside of school, where you learn about the dangers of using, and how to resist using, alcohol, tobacco, or drugs?"
UDPRWDDIARR,Having diarrhea
UDTRFMLYPRB,"During the past 12 months, did you often have arguments or other problems with family or friends that were caused or made worse by your use of a prescription tranquilizer?"
YEFAIACT,"During the past 12 months, in how many different kinds of church or faith-based activities, such as clubs, youth groups, Saturday or Sunday school, prayer groups, youth trips, service or volunteer activities have you participated?"
UDPRWDFEVER,Having a fever
UDTRGETHURT,"During the past 12 months, did you repeatedly get into situations where using a prescription tranquilizer increased your chances of getting physically hurt?"
YEFALDLY,How do you think your close friends would feel about you having one or two drinks of an alcoholic beverage nearly every day?
UDPRWDFLBLU,"People may experience withdrawal symptoms when they use less or stop using prescription pain relievers. During the past 12 months, did you have the following withdrawal symptoms after you used less or stopped using any prescription pain relievers for a while? Feeling kind of blue or down"
UDTRHLTHCTD,Did you continue to use any prescription tranquilizers even though they were causing long-lasting or repeated physical health problems or making your physical health problems worse?
YEFMJEVR,How do you think your close friends would feel about you trying marijuana or any cannabis product once or twice?
UDPRWDRUNNY,Having teary eyes or a runny nose
UDTRHLTHPRB,"During the past 12 months, did you have any long-lasting or repeated physical health problems that were caused or made worse by using a prescription tranquilizer?"
YEFMJMO,How do you think your close friends would feel about you using marijuana or any cannabis product once a month or more?
UDPRWDSLEEP,Having trouble sleeping
UDTRLESSEFF,Does using the same amount of any prescription tranquilizers have much less effect on you than it used to?
YEFPKCIG,How do you think your close friends would feel about you smoking one or more packs of cigarettes a day?
UDPRWDSWEAT,"Feeling sweaty, having enlarged eye pupils, or having body hair standing up on your skin"
UDTRLRGAMTS,"During the past 12 months, were there many times when you ended up using any prescription tranquilizers in larger amounts or for a longer time than you meant to?"
YEGALDLY,How do you feel about someone your age having one or two drinks of an alcoholic beverage nearly every day?
UDPRWDVOMIT,Vomiting or feeling nauseous
UDTRMNTLCTD,Did you continue to use any prescription tranquilizers even though they were causing long-lasting or repeated problems with your emotions or mental health or making your emotions or mental health worse?
YEGMJEVR,How do you feel about someone your age trying marijuana or any cannabis product once or twice?
UDPRWDYAWNS,Yawning
UDTRMNTLPRB,"During the past 12 months, did you have any long-lasting or repeated problems with emotions or mental health that were caused or made worse by using a prescription tranquilizer?"
YEGMJMO,How do you feel about someone your age using marijuana once a month or more?
UDPRWORKPRB,"Sometimes people who use prescription pain relievers have serious problems at work, school, or home—such as: • missing a lot of work or school • getting demoted, having your hours cut, or losing a job • not being able to get a job or keep a job • getting suspended, expelled, or dropping out of school • failing to take care of family During the past 12 months, did you have any serious problems like these at work, school, or home because of your use of any prescription pain relievers?"
UDTRNEEDMOR,Do you need to use a lot more of any prescription tranquilizers than you used to in order to get the feeling you want?
YEGPKCIG,How do you feel about someone your age smoking one or more packs of cigarettes a day?
UDPRWSHSTOP,"In the past 12 months, did you often wish that you could cut down or stop using any prescription pain relievers?"
UDTRNOTSTOP,Some people who use prescription tranquilizers try to cut down or stop but find they can’t. Was there more than one time in the past 12 months when you tried but were unable to cut down or stop using any prescription tranquilizers?
YEHMSLYR,Some parents decide to educate their children at home rather than send them to school. Have you been home-schooled at any time during the past 12 months?
UDSTAVOIDWD,"During the past 12 months, did you use any prescription stimulants or other drugs to get over or avoid having prescription stimulant withdrawal symptoms?"
UDTRSTOPACT,"This question is about important activities such as: • Spending time with friends and family • Attending special events at work or school • Participating in hobbies and sports • Attending religious services and events During the past 12 months, did you give up or spend a lot less time doing any of these types of important activities because of your use of any prescription tranquilizers?"
YELSTGRD,What were your grades for the last semester or grading period you completed?
UDSTAVWCOCN,Cocaine or crack
UDTRSTRURGE,"During the past 12 months, were there times when you had a strong urge to use any prescription tranquilizers?"
YEOTHACT,"During the past 12 months, in how many different kinds of other activities, such as dance lessons, piano lessons, karate lessons, or horseback riding lessons, have you participated?"
UDSTAVWMETH,Methamphetamine
UDTRTIMEGET,"During the past 12 months, did you spend a great deal of your time getting or trying to get any prescription tranquilizers?"
YEPALDLY,How do you think your parents would feel about you having one or two drinks of an alcoholic beverage nearly every day?
UDSTAVWOTHR,Something else
UDTRTIMEUSE,"Think about your use of prescription tranquilizers during the past 12 months as you answer these next questions. During the past 12 months, did you spend a great deal of your time using any prescription tranquilizers, feeling their effects, or getting over the effects of any prescription tranquilizers?"
YEPCHKHW,"The next questions ask about your parents. By parents, we mean either your biological parents, adoptive parents, stepparents, or adult guardians who live in your household. During the past 12 months, how often did your parents check on whether you had done your homework?"
UDSTAVWSTIM,Which of the following did you use to get over or avoid having prescription stimulant withdrawal symptoms during the past 12 months? Prescription stimulants or uppers
UDTRTRYSTOP,"During the past 12 months, did you try to cut down or try to stop using any prescription tranquilizers?"
YEPCHORE,"During the past 12 months, how often did your parents make you do chores around the house?"
UDSTFMLYCTD,Did you continue to use any prescription stimulants even though they often caused arguments or problems with family or friends?
UDTRWANTBAD,"During the past 12 months, were there times when you wanted to use any prescription tranquilizers so badly that you couldn't think of anything else?"
YEPGDJOB,"During the past 12 months, how often did your parents let you know when you'd done a good job?"
UDSTFMLYPRB,"During the past 12 months, did you often have arguments or other problems with family or friends that were caused or made worse by your use of a prescription stimulant?"
UDTRWDFLANX,Feeling anxious
YEPHLPHW,"During the past 12 months, how often did your parents provide help with your homework when you needed it?"
UDSTGETHURT,"During the past 12 months, did you repeatedly get into situations where using a prescription stimulant increased your chances of getting physically hurt?"
UDTRWDHALUC,"Seeing, hearing, or feeling things that weren't really there"
YEPLMTSN,"During the past 12 months, how often did your parents limit the amount of time you went out with friends on school nights?"
UDSTHLTHCTD,Did you continue to use any prescription stimulants even though they were causing long-lasting or repeated physical health problems or making your physical health problems worse?
UDTRWDSITST,Feeling like you couldn't sit still
YEPLMTTV,"During the past 12 months, how often did your parents limit the amount of time you watched TV?"
UDSTHLTHPRB,"During the past 12 months, did you have any long-lasting or repeated physical health problems that were caused or made worse by using a prescription stimulant?"
UDTRWDSLEEP,Having trouble sleeping
YEPMJEVR,How do you think your parents would feel about you trying marijuana or any cannabis product once or twice?
UDSTLESSEFF,Does using the same amount of any prescription stimulants have much less effect on you than it used to?
UDTRWDSWEAT,"People may experience withdrawal symptoms when they use less or stop using prescription tranquilizers. During the past 12 months, did you have the following withdrawal symptoms after you used less or stopped using any prescription tranquilizers for a while? Sweating or feeling that your heart was beating fast"
YEPMJMO,How do you think your parents would feel about you using marijuana or any cannabis product once a month or more?
UDSTLRGAMTS,"During the past 12 months, were there many times when you ended up using any prescription stimulants in larger amounts or for a longer time than you meant to?"
UDTRWDTRMBL,Having your hands tremble
YEPPKCIG,How do you think your parents would feel about you smoking one or more packs of cigarettes per day?
UDSTMNTLCTD,Did you continue to use any prescription stimulants even though they were causing long-lasting or repeated problems with your emotions or mental health or making your emotions or mental health worse?
UDTRWDVOMIT,Vomiting or having an upset stomach
YEPPROUD,"During the past 12 months, how often did your parents tell you they were proud of you for something you had done?"
UDSTMNTLPRB,"During the past 12 months, did you have any long-lasting or repeated problems with emotions or mental health that were caused or made worse by using a prescription stimulant?"
UDTRWORKPRB,"Sometimes people who use prescription tranquilizers have serious problems at work, school, or home—such as: • missing a lot of work or school • getting demoted, having your hours cut, or losing a job • not being able to get a job or keep a job • getting suspended, expelled, or dropping out of school • failing to take care of family During the past 12 months, did you have any serious problems like these at work, school, or home because of your use of any prescription tranquilizers?"
YEPRBSLV,"During the past 12 months have you participated in a problem solving, communication skills or self-esteem group?"
UDSTNEEDMOR,Do you need to use a lot more of any prescription stimulants than you used to in order to get the feeling you want?
UDTRWSHSTOP,"In the past 12 months, did you often wish that you could cut down or stop using any prescription tranquilizers?"
YEPRGSTD,During the past 12 months have you participated in pregnancy or sexually transmitted disease prevention programs?
UDSTNOTSTOP,Some people who use prescription stimulants try to cut down or stop but find they can’t. Was there more than one time in the past 12 months when you tried but were unable to cut down or stop using any prescription stimulants?
UDYR5PNRANY,"NOTE: The following variables UDYR5PNRANY, UDYR5SEDANY, UDYR5STMANY, UDYR5TRQANY, SEVYRPNRANY, SEVYRTRQANY, SEVYRSTMANY, and SEVYRSEDANY were created using the DSM-5 based SUD variables that include use disorder data from all past year users of prescription drugs."
YEPRTDNG,"Now think about the past 12 months, that is, from [DATEFILL] through today. During the past 12 months, have you talked with at least one of your parents about the dangers of tobacco, alcohol, or drug use? By parents, we mean either your biological parents, adoptive parents, stepparents, or adult guardians -- whether or not they live with you."
UDSTSTOPACT,"This question is about important activities such as: • Spending time with friends and family • Attending special events at work or school • Participating in hobbies and sports • Attending religious services and events During the past 12 months, did you give up or spend a lot less time doing any of these types of important activities because of your use of any prescription stimulants?"
UDYR5SEDANY,
YEPVNTYR,"During the past 12 months have you seen or heard any alcohol or drug prevention messages from sources outside school such as posters, pamphlets, radio, or TV?"
UDSTSTRURGE,"During the past 12 months, were there times when you had a strong urge to use any prescription stimulants?"
UDYR5STMANY,
YERLDCSN,Your religious beliefs influence how you make decisions in your life.
UDSTTIMEGET,"During the past 12 months, did you spend a great deal of your time getting or trying to get any prescription stimulants?"
UDYR5TRQANY,
YERLFRND,It is important that your friends share your religious beliefs.
UDSTTIMEUSE,"Think about your use of prescription stimulants during the past 12 months as you answer these next questions. During the past 12 months, did you spend a great deal of your time using any prescription stimulants, feeling their effects, or getting over the effects of any prescription stimulants?"
VEREP,VESTR_C Len : 5 VARIANCE STRATUM
YERLGIMP,"These next questions are about the role that religious beliefs may play in your life. For each statement, please indicate whether you strongly disagree, disagree, agree, or strongly agree. Your religious beliefs are a very important part of your life."
UDSTTRYSTOP,"During the past 12 months, did you try to cut down or try to stop using any prescription stimulants?"
VESTR_C,ANALWT2_C Len : 8 FIN PRSN-LEVEL SMPLE WGHT 2
YERLGSVC,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
UDSTWANTBAD,"During the past 12 months, were there times when you wanted to use any prescription stimulants so badly that you couldn't think of anything else?"
WHODASDAED,"(IMPCONCN, IMPGOUT, IMPGOUTM, IMPHHLD, IMPHHLDM, IMPPEOP, IMPPEOPM, IMPREMEM, IMPRESP, IMPRESPM, IMPSOC,"
YESCHACT,"During the past 12 months, in how many different kinds of school-based activities, such as team sports, cheerleading, choir, band, student government, or clubs, have you participated?"
UDSTWDDREAM,Having bad dreams
WHODASDASC,"(IRIMPCONCN, IRIMPGOUT, IRIMPGOUTM, IRIMPHHLD, IRIMPHHLDM, IRIMPPEOP, IRIMPPEOPM, IRIMPREMEM, IRIMPRESP, IRIMPRESPM, IRIMPSOC, IRIMPSOCM, IRIMPWORK, KSSLR6MAX)"
YESCHFLT,Which of the statements below best describes how you felt overall about going to school during the past 12 months?
UDSTWDFLBLU,"People may experience withdrawal symptoms when they use less or stop using prescription stimulants. During the past 12 months, have you felt kind of blue or down after you used less or stopped using any prescription stimulants for a while?"
WHODASSCED,"NOTE: The following two variables, WHODASSCED and WHODASDAED, are score variables that indicate the level of impairment for respondents. These variables are based on data collected from a series of thirteen questions asking respondents how much difficulty they experienced in doing eight daily activities in the one month in the past year when they were at their worst emotionally. These questions, drawn from the World Health Organization Disability Assessment Schedule (WHODAS), comprise an abbreviated scale which is used to capture information on impairment (see the Recoded Mental Health Appendix for more information). Respondents who had indicated during the administration of any of the K6 items that they had experienced at least one of the K6 symptoms (defined in the note above variables KSSLR6MONED and KSSLR6YRED) at least ""a little of the time"" (i.e., KSSLR6MONED greater than 0 or KSSLR6YRED greater than 0) were asked about remembering to do things they needed to do (IMPREMEM), concentrating on doing something important when other things were going on around them (IMPCONCN), going out of the house and getting around on their own (IMPGOUT, IMPGOUTM), dealing with people they did not know well (IMPPEOP, IMPPEOPM), participating in social activities (IMPSOC, IMPSOCM), taking care of household responsibilities (IMPHHLD, IMPHHLDM), taking care of daily responsibilities at work or school (IMPRESP, IMPRESPM), and getting daily work done as quickly as needed (IMPWORK, IMPRESPM). Respondents who reported that they did not engage in an activity were asked a follow-up question to determine if they did not do so because of emotions, nerves, or mental health. For the WHODAS total score, WHODASSCED, a value of 3 was assigned for each of the daily activities that a respondent indicated having ""severe"" difficulty performing, or if the respondent indicated not performing the activity due to problems with emotions, nerves, or mental health. A value of 2 was assigned for each of the daily activities that a respondent indicated having ""moderate"" difficulty performing, and a value of 1 was assigned for ""mild"" difficulty. For activities that had a follow-up question, a response of ""yes"" was assigned a value of 3 as having ""severe difficulty."" A value of 0 was assigned for all other non-missing responses for each activity. These assigned values were summed to calculate a total score for WHODASSCED which ranges from 0 to 24. WHODASSCED was set equal to 0 for respondents with KSSLR6MAX=0. For the alternative WHODAS total score, WHODASDAED, a value of 1 was assigned for each of the daily activities that a respondent indicated having ""moderate"" or ""severe"" difficulty performing, or if the respondent indicated not performing the activity due to problems with emotions, nerves, or mental health. For activities that had a follow-up question, a response of ""yes"" was assigned a value of a 1 as having ""moderate or severe difficulty."" A value of 0 was assigned for all other non-missing responses for each activity. These assigned values were summed to calculate a total score for WHODASDAED which ranges from 0 to 8. WHODASDAED was set equal to 0 for respondents with KSSLR6MAX=0. Specific details about these variables are provided in the Recoded Mental Health Appendix. (IMPCONCN, IMPGOUT, IMPGOUTM, IMPHHLD, IMPHHLDM, IMPPEOP, IMPPEOPM, IMPREMEM, IMPRESP, IMPRESPM, IMPSOC,"
YESCHIMP,How important do you think the things you have learned in school during the past 12 months are going to be to you later in life?
UDSTWDHNGRY,Feeling hungry more often
