variable_name,description
RXZALEANY,"The following variable for any past year use of Zaleplon Products, RXZALEANY, was assigned a positive response if a respondent indicated any past year use of Sonata or generic zaleplon, or past year misuse of other sedatives that contain zaleplon. A negative response was assigned if a respondent was not a past year user of prescription sedatives (SEDANYYR=0) or if a respondent indicated no past year use of Sonata or generic zaleplon."
PNRNM30ES,What is your best estimate of the number of days you used [PRNAMEFILL] in any way a doctor did not direct you to use [PRNUMFILL] during the past 30 days?
RLGATTD,
RXZOHYANY,
PNRNM30FQ,"During the past 30 days, on how many days did you use [PRNAMEFILL] in any way a doctor did not direct you to use [PRNUMFILL]?"
RLGDCSN,
RXZOHYMIS,
PNRNMAGE,"NOTE: The variables PNRNMAGE, PNRNMYFU, and PNRNMMFU show the age, year, and month of first misuse, respectively, for respondents who initiated misuse of pain relievers in the 12 months prior to being interviewed (PNRNMINIT=1)."
RLGFRND,
RXZOLPANY,"NOTE: The following nine variables pertain to prescription sedative subtype use. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year use of the specific sedative subtype were coded as a system missing. The following variable for any past year use of Zolpidem Products, RXZOLPANY, was assigned a positive response if a respondent indicated any past year use of Ambien, Ambien CR, generic zolpidem, or extended-release generic zolpidem, or past year misuse of other sedatives that contain zolpidem. A negative response was assigned if a respondent was not a past year user of prescription sedatives (SEDANYYR=0) or if a respondent indicated no past year use of Ambien, Ambien CR, generic zolpidem, and extended-release generic zolpidem."
PNRNMFLAG,"NOTE: The following 25 variables refer to the misuse of prescription drugs. Misuse of prescription drugs is defined as use in any way not directed by a doctor, including use without a prescription of one's own medication; use in greater amounts, more often, or longer than told to take a drug; or use in any other way not directed by a doctor. Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime misuse of prescription pain relievers (ever misused) in analysis."
RLGIMPT,
RXZOLPMIS,"NOTE: The following nine variables pertain to prescription sedative subtype misuse. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year misuse of the specific sedative subtype were coded as a system missing. The following variable for past year misuse of Zolpidem Products, RXZOLPMIS, was assigned a positive response if a respondent indicated past year misuse of Ambien, Ambien CR, generic zolpidem, extended-release generic zolpidem, or other sedatives that contain. A negative response was assigned if a respondent was not a past year misuser of prescription sedatives (SEDNMYR=0) or if a respondent indicated no past year misuse of Ambien, Ambien CR, generic zolpidem, and extended-release generic zolpidem."
PNRNMINIT,"NOTE: PNRNMINIT is ""reverse coded"" from the answers in PRL03. PRL03=1 (yes) was recoded to 2 in PNRNMINIT because this answer means that the respondent misused pain relievers before the past 12 months (and therefore is not a past year initiate for misuse of pain relievers). PRL03=2 (no) was recoded to 1 in PNRNMINIT because this answer means that the respondent did not misuse pain relievers before the past 12 months (and therefore is a past year initiate for misuse of pain relievers). Earlier questions were about the past 12 months. This question is about any time before then, that is, any time in your life before [DATEFILL]. At any time before [DATEFILL], did you ever use any prescription pain reliever in a way a doctor did not direct you to use it?"
RSKBNGDLY,How much do people risk harming themselves physically and in other ways when they have four or five drinks of an alcoholic beverage nearly every day?
SALVIADIV,"Have you ever, even once, used Salvia divinorum?"
PNRNMLAS1,"Now think about the last time you used a prescription pain reliever in any way a doctor did not direct you to use it. Which of these pain relievers did you use the last time? If you used more than one pain reliever the last time, please choose one pain reliever as your best answer."
RSKBNGWK,How much do people risk harming themselves physically and in other ways when they have five or more drinks of an alcoholic beverage once or twice a week?
SALVIAFLAG,
PNRNMLIF,"The next question asks about using prescription pain relievers in any way a doctor did not direct you to use them. When you answer these questions, please think only about your use of the drug in any way a doctor did not direct you to use it, including: • Using it without a prescription of your own • Using it in greater amounts, more often, or longer than you were told to take it • Using it in any other way a doctor did not direct you to use it Have you ever, even once, used any prescription pain reliever in any way a doctor did not direct you to use it?"
RSKCIGPKD,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. NOTE: The variables in this section are considered to be comparable between 2015 and later years but are not comparable with variables in the 2014 NSDUH or prior years. We are interested in your opinion about the effects of using certain drugs and other substances, about whether it's difficult or easy to get drugs, and the extent to which drugs are available in your neighborhood. Please indicate how much you think people risk harming themselves physically and in other ways when they do each of the following activities. If you're not sure, choose an answer for the amount of risk that comes closest to what you think might be true for that activity. How much do people risk harming themselves physically and in other ways when they smoke one or more packs of cigarettes per day?"
SALVIAMON,
PNRNMMFU,
RSKCOCMON,How much do people risk harming themselves physically and in other ways when they use cocaine once a month?
SALVIAREC,How long has it been since you last used Salvia divinorum?
PNRNMMON,
RSKCOCWK,How much do people risk harming themselves physically and in other ways when they use cocaine once or twice a week?
SALVIAYR,
PNRNMREC,"NOTE: The variable PNRNMREC is a recoded variable that was created from PNRNMLIF, the 12-month misuse variables of specific pain relievers, and PNRLVNM30DY."
RSKHERTRY,How much do people risk harming themselves physically and in other ways when they try heroin once or twice?
SCHFELT,NOTE: The variables in this section are recoded variables that were created from one or more of the edited variables from the preceding section.
PNRNMYFU,
RSKHERWK,How much do people risk harming themselves physically and in other ways when they use heroin once or twice a week?
SEDANYFLAG,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime use or misuse of prescription sedatives (ever used/ever misused) in analysis."
PNRNMYR,
RSKLSDTRY,How much do people risk harming themselves physically and in other ways when they try LSD once or twice?
SEDANYLIF,"Have you ever, even once, used any prescription sedative? Remember, do not include ""over-the-counter"" sedatives such as Sominex, Unisom, Nytol, or Benadryl."
PNRNORXFG,NOTE: PNRNORXFG is set to 1 when respondents reported that the only way they misused pain relievers in the past year was without a prescription. These respondents also reported that the last pain reliever they misused was obtained through a prescription (a) from one doctor or (b) from more than one doctor.
RSKLSDWK,How much do people risk harming themselves physically and in other ways when they use LSD once or twice a week?
SEDANYREC,NOTE: SEDANYREC was created from responses of any use in the past 12 months for specific sedatives and from SEDANYLIF for any lifetime use of sedatives.
PNRRSDGFX,
RSKMRJMON,How much do people risk harming themselves physically and in other ways when they smoke marijuana once a month?
SEDANYYR,
PNRRSEMOT,
RSKMRJWK,How much do people risk harming themselves physically and in other ways when they smoke marijuana once or twice a week?
SEDMAINRSN,"The following main reason for misusing sedatives, SEDMAINRSN, is defined based on answers to questions about respondents’ reasons for misusing sedatives for their last misuse. Respondents could report more than one reason for misusing sedatives the last time. If they reported more than one reason, then they were asked to report the main reason. If data existed for the main reason question, then that response was considered to be their main reason. If respondents reported only one reason for their last misuse, then that logically was the main reason (i.e., these respondents were not asked the question for their main reason). If respondents reported that some other reason was their main reason for their last misuse, then their response was logically assigned from the write in data. In the documentation below, values of 11-17 in SEDRSMAIN reflect situations where respondents reported more than one reason for their last misuse, their “other” reason for their last misuse was their main reason for their last misuse, but the other reason was the reason specified as one of the seven categories below. 1. Main reason is to relax or relieve tension (SEDRSMAIN=1,11), reported only one reason which was to relax or relieve tension (SEDRSMAIN=99 and SEDRSRELX=1), or reported some other reason as their only reason but specified that this other reason was to relax or relieve tension (SEDRSMAIN=99 and SEDRSRELX=3). 2. Main reason is to experiment or see what it’s like (SEDRSMAIN=2,12), reported only one reason which was to experiment or see what it’s like (SEDRSMAIN=99 and SEDRSEXPT=1), or reported some other reason as their only reason but specified that this other reason was to experiment or see what it's like (SEDRSMAIN=99 and SEDRSEXPT=3). 3. Main reason is to feel good or get high (SEDRSMAIN=3,13), reported only one reason which was to feel good or get high (SEDRSMAIN=99 and SEDRSHIGH=1), or reported some other reason as their only reason but specified that this other reason was to feel good or get high (SEDRSMAIN=99 and SEDRSHIGH=3). 4. Main reason is to help with sleep (SEDRSMAIN=4,14), reported only one reason which was to help with sleep (SEDRSMAIN=99 and SEDRSSLEP=1), or reported some other reason as their only reason but specified that this other reason was to help with sleep (SEDRSMAIN=99 and SEDRSSLEP=3). 5. Main reason is to help with feelings or emotions (SEDRSMAIN=5,15), reported only one reason which was to help with feelings or emotions (SEDRSMAIN=99 and SEDRSEMOT=1), or reported some other reason as their only reason but specified that this other reason was to help with feelings or emotions (SEDRSMAIN=99 and SEDRSEMOT=3). 6. Main reason is to increase/decrease effects of other drugs (SEDRSMAIN=6,16), reported only one reason which was to increase/decrease the effects of other drugs (SEDRSMAIN=99 and SEDRSDGFX=1), or reported some other reason as their only reason but specified that this other reason was to increase/decrease the effects of other drugs (SEDRSMAIN=99 and SEDRSDGFX=3). 7. Main reason is because hooked or have to have the drug (SEDRSMAIN=7,17), reported only one reason which was because they were hooked or had to have the drug (SEDRSMAIN=99 and SEDRSHOOK=1), or reported some other reason as their only reason but specified that this other reason was because they were hooked or had to have the drug (SEDRSMAIN=99 and SEDRSHOOK=3). 8. Main reason is some other reason (SEDRSMAIN=8), or reported only one reason which was a valid other reason listed for sedative other than those defined above based on the write in data (SEDRSMAIN=99 and SEDRSSOR=1 and SEDRSOTRS2=1, 9-33). Values of 2-8 that are in the specific other reason level are write in responses that do not correspond to reasons listed for sedatives but are considered valid reasons so are not excluded. (System Missing): Main reason is unknown (SEDRSMAIN=85,94,98) or reported only one reason and the other reason was not a valid reason (SEDRSMAIN=99 and SEDRSSOR=1 and SEDRSOTRS2=985,994,997). (SEDRSDGFX, SEDRSEMOT, SEDRSEXPT, SEDRSHIGH, SEDRSHOOK, SEDRSMAIN, SEDRSOTRS2, SEDRSRELX, SEDRSSLEP,"
PNRRSEXPT,
RSKYFQDGR,How often do you get a real kick out of doing things that are a little dangerous?
SEDNDAYPM,
PNRRSHIGH,
RSKYFQTES,How often do you like to test yourself by doing something a little risky?
SEDNM30AL,"During the past 30 days, did you use [SVNAMEFILL] in any way a doctor did not direct you to use [SVNUMFILL] while you were drinking alcohol or within a couple of hours of drinking?"
PNRRSHOOK,
RSNMRJMO,Why did you report earlier that you did not use marijuana or any cannabis product during the past 30 days?
SEDNM30D,"In the past 30 days, that is, from [DATEFILL] up to and including today, did you use [SVNAMEFILL] in any way a doctor did not direct you to use [SVNUMFILL]?"
PNRRSMAIN,Which was the main reason you used [PRLASTFILL2] the last time?
RSNOMRJ,Why did you report earlier that you had never used marijuana or any cannabis product?
SEDNM30ES,What is your best estimate of the number of days you used [SVNAMEFILL] in any way a doctor did not direct you to use [SVNUMFILL] during the past 30 days?
PNRRSOTRS2,"Please type in the other reason you used [PRLASTFILL2] the last time. When you have finished typing your answer, press [ENTER] to go to the next question."
RXALPRANY,"The following variable for any past year use of Alprazolam Products, RXALPRANY, was assigned a positive response if a respondent indicated any past year use of Xanax, Xanax XR, generic alprazolam, or generic extended-release alprazolam, or past year misuse of other tranquilizers that contain alprazolam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Xanax, Xanax XR, generic alprazolam, and generic extended-release alprazolam."
SEDNM30FQ,"During the past 30 days, on how many days did you use [SVNAMEFILL] in any way a doctor did not direct you to use [SVNUMFILL]?"
PNRRSPAIN,Now think about the last time you used [PRLASTFILL2] in any way a doctor did not direct you to use it/them. What were the reasons you used [PRLASTFILL2] the last time?
RXALPRMIS,"The following variable for past year misuse of Alprazolam Products, RXALPRMIS, was assigned a positive response if a respondent indicated past year misuse of Xanax, Xanax XR, generic alprazolam, generic extended-release alprazolam, or other tranquilizers that contain alprazolam. A negative response was assigned if a respondent was not a past year misuser of prescription tranquilizers (TRQNMYR=0), if a respondent was not a past year misuser of any benzodiazepines (IRBZONMYR=0), or if a respondent indicated no past year misuse of Xanax, Xanax XR, generic alprazolam, and generic extended-release alprazolam."
SEDNMAGE,"NOTE: The variables SEDNMAGE, SEDNMYFU, and SEDNMMFU show the age, year, and month of first misuse, respectively, for respondents who initiated misuse of sedatives in the 12 months prior to being interviewed (SEDNMINIT=1)."
PNRRSRELX,
RXAMMEANY,"NOTE: The following six variables pertain to prescription stimulant subtype use. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year use of the specific stimulant subtype were coded as a system missing. The following variable for any past year use of Amphetamine or Methylphenidate Products, RXAMMEANY, was assigned a positive response if a respondent indicated any past year use of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine- dextroamphetamine combinations, generic extended-release amphetamine-dextroamphetamine combinations, Ritalin, Ritalin LA, Concerta, Daytrana, Metadate CD, Metadate ER, Focalin, Focalin XR, generic methylphenidate, generic extended-release methylphenidate, generic dexmethylphenidate, or generic extended-release dexmethylphenidate, or past year misuse of other amphetamines that are prescribed for attention- deficit/hyperactivity disorder (ADHD) or other stimulants that contain methylphenidate. A negative response was assigned if a respondent was not a past year user of prescription stimulants (STMANYYR=0) or if a respondent indicated no past year use of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine-dextroamphetamine combinations, generic extended-release amphetamine- dextroamphetamine combinations, Ritalin, Ritalin LA, Concerta, Daytrana, Metadate CD, Metadate ER, Focalin, Focalin XR, generic methylphenidate, generic extended-release methylphenidate, generic dexmethylphenidate, and generic extended-release dexmethylphenidate. Amphetamine and methylphenidate products are primarily prescribed for the treatment of attention-deficit/hyperactivity disorder (ADHD). Vyvanse® is included with amphetamine products because its active ingredient (lisdexamfetamine) is metabolized to dextroamphetamine."
SEDNMFLAG,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime misuse of prescription sedatives (ever misused) in analysis."
PNRRSSLEP,
RXAMMEMIS,"NOTE: The following six variables pertain to prescription stimulant subtype misuse. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year misuse of the specific stimulant subtype were coded as a system missing. The following variable for past year misuse of Amphetamine or Methylphenidate Products, RXAMMEMIS, was assigned a positive response if a respondent indicated past year misuse of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine- dextroamphetamine combinations, generic extended-release amphetamine-dextroamphetamine combinations, Ritalin, Ritalin LA, Concerta, Daytrana, Metadate CD, Metadate ER, Focalin, Focalin XR, generic methylphenidate, generic extended-release methylphenidate, generic dexmethylphenidate, or generic extended-release dexmethylphenidate, or other amphetamine that are prescribed for attention-deficit/hyperactivity disorder (ADHD) or other stimulants that contain methylphenidate. A negative response was assigned if a respondent was not a past year misuser of prescription stimulants (STMNMYR=0) or if a respondent indicated no past year misuse of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine-dextroamphetamine combinations, generic extended-release amphetamine-dextroamphetamine combinations, Ritalin, Ritalin LA, Concerta, Daytrana, Metadate CD, Metadate ER, Focalin, Focalin XR, generic methylphenidate, generic extended-release methylphenidate, generic dexmethylphenidate, and generic extended-release dexmethylphenidate. Amphetamine and methylphenidate products are primarily prescribed for the treatment of attention-deficit/hyperactivity disorder (ADHD). Vyvanse® is included with amphetamine products because its active ingredient (lisdexamfetamine) is metabolized to dextroamphetamine."
SEDNMINIT,"NOTE: SEDNMINIT is ""reverse coded"" from the answers in SVL03. SVL03=1 (yes) was recoded to 2 in SEDNMINIT because this answer means that the respondent misused sedatives before the past 12 months (and therefore is not a past year initiate for misuse of sedatives). SVL03=2 (no) was recoded to 1 in SEDNMINIT because this answer means that the respondent did not misuse sedatives before the past 12 months (and therefore is a past year initiate for misuse of sedatives). Earlier questions were about the past 12 months. This question is about any time before then, that is, any time in your life before [DATEFILL]. At any time before [DATEFILL], did you ever use any prescription sedative in a way a doctor did not direct you to use it?"
PNRRSSOR,
RXAMPHANY,"The following variable for any past year use of Amphetamine Products, RXAMPHANY, was assigned a positive response if a respondent indicated any past year use of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine-dextroamphetamine combinations, or generic extended-release amphetamine-dextroamphetamine combinations, or past year misuse of other amphetamines that are prescribed for attention-deficit/hyperactivity disorder (ADHD). A negative response was assigned if a respondent was not a past year user of prescription stimulants (STMANYYR=0) or if a respondent indicated no past year use of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine-dextroamphetamine combinations, and generic extended-release amphetamine-dextroamphetamine combinations. Amphetamines are primarily prescribed for the treatment of attention-deficit/hyperactivity disorder (ADHD). Vyvanse® is included with amphetamine products because its active ingredient (lisdexamfetamine) is metabolized to dextroamphetamine."
SEDNMLAST,"Now think about the last time you used a prescription sedative in any way a doctor did not direct you to use it. Which of these sedatives did you use the last time? If you used more than one sedative the last time, please choose one sedative as your best answer."
PNRWYGAMT,
RXAMPHMIS,"The following variable for past year misuse of Amphetamine Products, RXAMPHMIS, was assigned a positive response if a respondent indicated past year misuse of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine-dextroamphetamine combinations, generic extended-release amphetamine-dextroamphetamine combinations, or other amphetamines that are prescribed for attention- deficit/hyperactivity disorder (ADHD). A negative response was assigned if a respondent was not a past year misuser of prescription stimulants (STMNMYR=0) or if a respondent indicated no past year misuse of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine-dextroamphetamine combinations, and generic extended-release amphetamine-dextroamphetamine combinations. Amphetamines are primarily prescribed for the treatment of attention-deficit/hyperactivity disorder (ADHD). Vyvanse® is included with amphetamine products because its active ingredient (lisdexamfetamine) is metabolized to dextroamphetamine."
SEDNMLIF,"The next question asks about using prescription sedatives in any way a doctor did not direct you to use them. When you answer these questions, please think only about your use of the drug in any way a doctor did not direct you to use it, including: • Using it without a prescription of your own • Using it in greater amounts, more often, or longer than you were told to take it • Using it in any other way a doctor did not direct you to use it Have you ever, even once, used any prescription sedative in any way a doctor did not direct you to use it?"
PNRWYLNGR,
RXANORANY,"The following variable for any past year use of Anorectic, benzphetamine, Tenuate, diethylpropion, phendimetrazine, or phentermine, or past year misuse of other stimulants that are prescribed for weight loss. A negative response was assigned if a respondent was not a past year user of prescription stimulants (STMANYYR=0) or if a respondent indicated no past year use of Didrex, benzphetamine, Tenuate, diethylpropion, phendimetrazine, and phentermine."
SEDNMMFU,
PNRWYNORX,"Which of these statements describe your use of it/them at any time in the past 12 months? To select more than one statement, press the space bar between the numbers. When you have finished, press [ENTER]."
RXANORMIS,"The following variable for past year misuse of Anorectic, benzphetamine, Tenuate, diethylpropion, phendimetrazine, phentermine, or other stimulants that are prescribed for weight loss. A negative response was assigned if a respondent was not a past year misuser of prescription stimulants (STMNMYR=0) or if a respondent indicated no past year misuse of Didrex, benzphetamine, Tenuate, diethylpropion, phendimetrazine, and phentermine."
SEDNMMON,
PNRWYOFTN,
RXBARBANY,"The following variable for any past year use of Barbiturates, RXBARBANY, was assigned a positive response if a respondent indicated any past year use of Butisol, Seconal, or phenobarbital, or past year misuse of other barbiturates. A negative response was assigned if a respondent was not a past year user of prescription sedatives (SEDANYYR=0) or if a respondent indicated no past year use of Butisol, Seconal, and phenobarbita."
SEDNMREC,"NOTE: The variable SEDNMREC is a recoded variable that was created from SEDNMLIF, the 12-month misuse variables of specific sedatives, and SEDTVNM30DY."
PNRWYOTWY,
RXBARBMIS,"The following variable for past year misuse of Barbiturates, RXBARBMIS, was assigned a positive response if a respondent indicated past year misuse of Butisol, Seconal, phenobarbital, or other specific write-in barbiturates. A negative response was assigned if a respondent was not a past year misuser of prescription sedatives (SEDNMYR=0) or if a respondent indicated no past year misuse of Butisol, Seconal, and phenobarbital."
SEDNMYFU,
